아라, 94, 162
라가, 91, 186
사타, 48, 144
라파, 91, 170
파라, 55, 196
파자, 72, 152
파다, 43, 159
다하, 87, 156
마타, 68, 173
마바, 77, 175
바다, 53, 146
자타, 57, 196
마마, 59, 146
하하, 89, 196
하하, 87, 140
아파, 58, 173
다바, 41, 164
바카, 75, 150
카하, 75, 180
파나, 87, 191
하파, 51, 182
라아, 53, 158
파바, 54, 186
라마, 98, 179
하카, 84, 145
자마, 72, 184
타바, 51, 172
아차, 92, 188
가라, 54, 163
파라, 58, 176
나아, 87, 183
자바, 99, 171
마타, 57, 169
가바, 65, 192
하다, 99, 153
마하, 75, 152
나자, 83, 147
타파, 96, 182
사라, 91, 152
라바, 42, 177
다라, 41, 195
차사, 84, 185
하가, 85, 142
파타, 56, 155
사다, 58, 168
하아, 54, 148
가라, 65, 159
아차, 93, 141
나나, 54, 195
차자, 81, 140
타사, 57, 156
차파, 80, 177
마라, 97, 191
나차, 70, 140
가하, 66, 160
차사, 65, 156
나자, 40, 155
바하, 68, 182
나아, 90, 179
다타, 86, 189
바다, 72, 184
사아, 90, 163
마마, 54, 176
다하, 90, 183
하사, 69, 190
카타, 97, 146
사라, 61, 140
타아, 73, 155
마사, 47, 185
차바, 58, 171
다나, 58, 158
차다, 80, 164
차카, 56, 164
파라, 64, 179
자카, 62, 140
자차, 41, 164
타파, 76, 168
하타, 70, 145
나파, 49, 165
마사, 75, 187
파라, 70, 150
바카, 99, 171
아차, 87, 146
나하, 74, 170
라바, 41, 161
자다, 57, 161
바타, 82, 141
마나, 58, 156
바차, 87, 193
사타, 67, 199
가하, 44, 169
마라, 70, 159
카하, 52, 173
가파, 41, 157
하가, 78, 187
바파, 94, 161
바자, 53, 170
자카, 50, 189
파가, 68, 180
타자, 86, 178
라라, 59, 190
파카, 87, 159
하차, 89, 177
다가, 94, 183
차파, 54, 195
차카, 51, 158
가카, 77, 194
사차, 98, 154
마마, 92, 190
가바, 96, 170
자사, 49, 198
바자, 90, 156
마마, 55, 157
아아, 41, 187
가자, 93, 172
라가, 83, 184
사마, 49, 187
나파, 67, 191
사바, 61, 160
나아, 67, 184
다바, 56, 164
바가, 44, 194
나하, 82, 172
가나, 86, 189
하차, 54, 143
가바, 65, 175
카다, 60, 151
마파, 62, 164
마다, 47, 154
가타, 48, 154
바타, 95, 171
다카, 62, 152
아라, 99, 166
나가, 58, 189
차다, 50, 166
타나, 64, 149
마타, 89, 179
자파, 62, 147
라가, 76, 152
가가, 96, 179
차카, 56, 169
차차, 48, 163
다마, 48, 153
가가, 91, 191
다파, 89, 157
마하, 48, 177
자타, 93, 190
차마, 77, 180
차사, 46, 186
파아, 96, 168
아타, 97, 147
다바, 77, 180
차다, 95, 163
라마, 94, 157
가파, 49, 184
하다, 60, 171
하가, 76, 175
바자, 70, 173
사아, 59, 183
하아, 84, 173
하가, 99, 178
아카, 43, 149
자가, 62, 177
아가, 57, 174
다카, 83, 140
차자, 65, 173
가타, 99, 162
자자, 43, 149
파가, 98, 157
자카, 99, 155
라하, 88, 193
가바, 58, 141
바마, 74, 144
나하, 51, 140
하마, 79, 193
아라, 86, 147
아가, 89, 160
차가, 56, 142
아라, 72, 142
하파, 54, 170
카나, 72, 189
마파, 83, 193
마타, 73, 178
파타, 62, 166
라하, 60, 175
파가, 42, 181
차파, 67, 181
파마, 84, 176
파카, 69, 183
파마, 71, 155
바나, 77, 184
파자, 57, 179
파다, 50, 149
사아, 80, 148
바자, 70, 141
파카, 84, 178
파자, 60, 173
사차, 50, 173
아사, 88, 141
파가, 72, 152
다라, 69, 194
바사, 54, 169
카다, 76, 168
하아, 41, 166
차카, 86, 164
나다, 71, 165
가바, 90, 143
라타, 58, 151
파카, 41, 141
마차, 91, 147
나바, 65, 177
아라, 95, 146
자마, 99, 184
다자, 43, 165
마바, 73, 157
자카, 60, 145
라아, 59, 180
가가, 65, 189
사파, 61, 190
다아, 58, 142
바마, 50, 173
하마, 91, 176
하가, 95, 150
카마, 81, 165
차차, 43, 179
마아, 71, 192
사타, 96, 191
나가, 54, 147
아하, 71, 183
라자, 78, 186
하라, 53, 177
가라, 83, 179
파타, 89, 179
마카, 46, 181
파타, 47, 198
바나, 75, 149
나카, 50, 158
차타, 58, 196
가타, 69, 156
다카, 94, 149
차아, 94, 162
다사, 88, 148
라차, 52, 143
타카, 67, 193
자바, 87, 169
다파, 47, 183
파하, 47, 188
카라, 65, 188
가차, 47, 141
파카, 70, 184
가나, 49, 166
나나, 63, 182
다다, 46, 166
하자, 79, 185
나가, 79, 190
사자, 49, 179
바차, 54, 198
마파, 40, 183
다다, 73, 191
바라, 52, 154
아다, 66, 168
바카, 77, 164
라하, 55, 184
사아, 62, 192
가사, 80, 163
파하, 93, 195
가가, 75, 195
나카, 44, 176
카나, 65, 171
가아, 52, 150
가나, 46, 141
가마, 83, 155
자나, 71, 148
아자, 43, 142
사나, 85, 181
가아, 89, 169
마차, 56, 193
카사, 58, 161
마다, 84, 195
바타, 56, 151
파가, 83, 175
타타, 74, 151
카파, 82, 175
나차, 74, 143
하하, 56, 155
가하, 52, 173
자나, 44, 158
마나, 47, 165
하하, 48, 184
자나, 93, 198
카파, 48, 178
차차, 86, 171
가카, 59, 170
나카, 78, 192
카마, 90, 169
가가, 60, 140
자타, 92, 140
마바, 60, 147
차파, 66, 141
하차, 60, 160
하라, 57, 156
차카, 99, 194
카하, 46, 189
바나, 88, 142
아차, 50, 149
사하, 78, 173
다라, 66, 176
아타, 53, 149
가타, 49, 189
자마, 53, 153
타자, 67, 144
타아, 54, 173
하카, 74, 180
자마, 90, 163
다차, 88, 150
가다, 70, 182
아라, 91, 167
라가, 40, 175
카가, 61, 165
마마, 42, 190
다자, 65, 150
카바, 56, 146
차차, 55, 161
타가, 79, 193
차아, 81, 186
가나, 97, 185
라차, 51, 173
자카, 85, 194
차사, 92, 195
카타, 41, 181
아파, 88, 171
자나, 92, 154
가라, 62, 143
하아, 74, 149
파파, 79, 144
가하, 65, 191
라다, 82, 156
카사, 89, 155
가라, 66, 194
라나, 41, 154
라바, 90, 169
다차, 79, 184
카라, 92, 161
타타, 95, 173
파파, 97, 188
파바, 40, 148
카가, 85, 162
자나, 56, 164
사파, 97, 153
자파, 88, 164
라마, 63, 185
자하, 99, 165
아하, 97, 183
파나, 92, 179
차다, 78, 183
바마, 88, 162
하나, 77, 154
하바, 97, 140
라타, 66, 175
하파, 98, 174
라아, 49, 199
차라, 58, 150
가나, 71, 179
가아, 98, 180
차가, 58, 175
카아, 56, 146
라아, 98, 186
자타, 65, 179
아사, 73, 169
파마, 95, 190
마사, 80, 149
나자, 44, 153
사아, 44, 192
가파, 47, 151
가다, 51, 161
파자, 40, 144
바차, 65, 157
바아, 63, 184
바가, 96, 189
나다, 75, 158
사하, 50, 179
카카, 80, 145
마카, 71, 144
라라, 95, 184
마카, 89, 176
아차, 65, 168
사파, 77, 171
바파, 56, 163
하라, 64, 155
카가, 90, 174
카바, 94, 181
아라, 49, 171
하라, 77, 176
마자, 90, 161
가마, 71, 184
파라, 47, 187
바바, 68, 178
하라, 90, 182
타하, 53, 142
하차, 60, 180
하하, 74, 160
다자, 42, 178
타나, 71, 196
사나, 53, 155
다파, 53, 162
파라, 53, 188
아하, 87, 170
사라, 63, 152
자나, 40, 158
타카, 63, 197
가라, 41, 178
바자, 89, 181
하파, 90, 177
카나, 67, 168
바라, 85, 151
가다, 70, 141
파가, 68, 163
다자, 45, 189
하타, 80, 187
자마, 73, 193
나다, 68, 147
카타, 60, 148
다아, 64, 172
사차, 55, 153
파바, 69, 177
하가, 43, 188
타파, 85, 184
차파, 63, 180
라다, 48, 148
파라, 63, 164
아하, 86, 179
파바, 53, 180
가마, 89, 177
가사, 72, 142
나마, 79, 163
바가, 68, 165
가마, 88, 199
하타, 42, 190
차가, 43, 144
하가, 93, 146
아다, 45, 181
아사, 52, 170
차마, 56, 178
파마, 40, 165
카다, 71, 140
마바, 51, 180
바라, 43, 169
자하, 66, 193
바자, 66, 154
하타, 44, 148
자자, 47, 162
다다, 62, 158
바나, 56, 190
마나, 72, 185
하가, 46, 199
다다, 64, 189
바나, 43, 162
나파, 79, 193
하차, 66, 194
아라, 55, 193
나파, 98, 178
사가, 40, 159
자바, 49, 195
자가, 86, 198
타자, 49, 185
파아, 82, 157
다다, 49, 142
다다, 98, 154
자라, 45, 184
자바, 89, 149
차카, 61, 191
아나, 70, 190
아아, 46, 159
카마, 65, 151
가타, 60, 165
아하, 81, 140
카카, 72, 159
라파, 42, 191
다타, 46, 153
라나, 60, 193
다다, 43, 194
바나, 78, 185
사마, 48, 198
라다, 80, 185
바사, 81, 143
타마, 99, 199
마하, 55, 187
카라, 48, 193
나사, 47, 178
사다, 77, 193
라아, 87, 162
카마, 83, 186
가하, 68, 145
마마, 49, 176
사라, 63, 184
하가, 95, 182
자나, 68, 152
나자, 45, 189
타하, 72, 178
자타, 79, 151
아하, 57, 163
하라, 59, 149
하차, 54, 176
다하, 94, 176
하마, 56, 199
라사, 94, 175
자마, 94, 196
파타, 61, 173
하나, 42, 144
바파, 82, 194
하파, 79, 195
나하, 93, 199
카타, 69, 160
마카, 66, 175
가카, 65, 155
카나, 70, 158
사타, 68, 146
가다, 72, 152
바나, 88, 148
하다, 96, 163
다나, 71, 168
가카, 95, 153
가나, 45, 165
카바, 82, 162
차나, 58, 156
라카, 67, 172
사카, 97, 146
다파, 76, 162
자자, 71, 158
사나, 66, 158
카카, 50, 170
파파, 78, 159
나파, 73, 154
파가, 87, 140
카파, 60, 167
바마, 96, 161
파라, 97, 192
가가, 88, 166
다자, 95, 166
다타, 76, 184
마자, 62, 174
사바, 99, 189
타마, 50, 161
다타, 67, 190
카자, 44, 197
아타, 79, 168
다카, 75, 178
파사, 50, 169
마바, 79, 165
나나, 44, 154
자가, 58, 178
나아, 44, 175
나아, 74, 172
가차, 53, 197
파가, 93, 143
바바, 42, 185
하카, 88, 154
사바, 49, 175
파나, 50, 182
다아, 49, 165
마라, 93, 177
아차, 92, 165
자파, 48, 162
타가, 76, 141
라마, 59, 170
나가, 75, 146
차나, 59, 190
차하, 47, 161
파마, 97, 149
타가, 95, 175
파라, 78, 180
라타, 93, 150
카카, 55, 164
카마, 66, 166
라가, 63, 164
가나, 97, 166
카아, 81, 176
라가, 49, 144
파파, 75, 155
차나, 41, 182
타바, 67, 155
가자, 47, 166
마바, 82, 148
바라, 58, 160
라아, 47, 155
나자, 42, 189
바마, 89, 143
다타, 99, 160
차마, 50, 172
하다, 94, 164
하파, 48, 172
카하, 78, 170
아파, 56, 191
나사, 94, 173
카나, 97, 199
다타, 74, 150
차바, 93, 148
가나, 40, 163
차자, 45, 188
카아, 65, 186
자나, 60, 195
자나, 42, 144
마타, 75, 144
하차, 92, 157
가자, 77, 155
카마, 52, 144
나다, 99, 150
다다, 57, 140
바마, 42, 162
사하, 96, 144
마나, 47, 140
마나, 42, 151
아라, 97, 188
하타, 45, 173
카사, 83, 150
아가, 50, 175
라아, 64, 194
마파, 90, 154
자라, 81, 188
마자, 75, 190
파바, 83, 141
다바, 78, 149
파파, 56, 191
아파, 73, 159
파다, 60, 192
사타, 89, 182
바나, 91, 187
가바, 92, 161
바자, 82, 149
카자, 92, 179
타라, 59, 160
마하, 79, 147
차가, 46, 146
차가, 96, 151
마타, 70, 173
차사, 85, 144
마나, 90, 175
타파, 70, 161
차카, 88, 169
타차, 90, 154
타나, 48, 161
카가, 78, 199
자타, 78, 185
라다, 90, 140
마나, 96, 198
나타, 69, 187
아마, 44, 177
바파, 66, 159
카하, 66, 182
타카, 43, 152
하하, 91, 187
라파, 88, 150
다마, 82, 191
다사, 81, 187
다차, 45, 168
바차, 78, 152
라마, 88, 198
타다, 54, 147
바사, 84, 184
파자, 72, 150
카바, 82, 186
아라, 78, 194
자차, 64, 147
가마, 66, 194
바가, 61, 153
다다, 56, 167
카자, 61, 178
자마, 67, 154
사라, 55, 179
사사, 87, 142
자바, 76, 151
라나, 42, 166
아라, 91, 141
차다, 73, 151
파나, 84, 195
나카, 41, 189
자파, 68, 156
자바, 59, 186
나사, 57, 172
다차, 70, 156
가하, 67, 170
카하, 55, 161
하카, 96, 179
차자, 62, 157
나사, 88, 173
바바, 57, 171
타사, 95, 147
나하, 96, 160
카타, 70, 181
파파, 85, 151
가라, 64, 179
가하, 41, 159
차라, 48, 168
나사, 97, 178
하차, 64, 192
카파, 53, 154
차차, 45, 197
라자, 97, 181
파자, 44, 153
카차, 61, 181
차하, 48, 179
타자, 56, 164
라타, 76, 146
카아, 96, 161
나마, 87, 195
하다, 91, 150
아카, 46, 164
하아, 92, 169
사파, 55, 145
자하, 65, 145
하자, 83, 163
